"part_id","panel_id","part_occupation","part_education","multiple_contacts_child_work","multiple_contacts_child_school","multiple_contacts_child_other","multiple_contacts_adult_work","multiple_contacts_adult_school","multiple_contacts_adult_other","multiple_contacts_older_adult_work","multiple_contacts_older_adult_school","multiple_contacts_older_adult_other","multiple_contacts_child_work_phys","multiple_contacts_child_school_phys","multiple_contacts_child_other_phys","multiple_contacts_adult_work_phys","multiple_contacts_adult_school_phys","multiple_contacts_adult_other_phys","multiple_contacts_older_adult_work_phys","multiple_contacts_older_adult_school_phys","multiple_contacts_older_adult_other_phys"
1326002,13260,"other employee who mainly performs office work","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1326102,13261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1326202,13262,"other employee who does not do office work (eg teacher, nurses ...)","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1326402,13264,"other employee who mainly performs office work","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1326902,13269,"skilled worker","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327102,13271,"other employee who does not do office work (eg teacher, nurses ...)","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327302,13273,"retired","Doctorate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327402,13274,"retired","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327502,13275,"skilled worker","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327602,13276,"unable for work","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327702,13277,"non-skilled worker","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327802,13278,"other employee who mainly performs office work","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1328402,13284,"retired","Technical, artistic or professional lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1328502,13285,"retired","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1328602,13286,"non-skilled worker","General lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1328702,13287,"retired","Complementary master",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1328802,13288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1329002,13290,"middle management, that is not part of the general management, responsible for 5 employees or less","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1329102,13291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1329302,13293,"craftsman, trader with 5 employees or less","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1329402,13294,"unable for work","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1329602,13296,"retired","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1329702,13297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1329802,13298,"other employee who does not do office work (eg teacher, nurses ...)","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1330202,13302,"other employee who does not do office work (eg teacher, nurses ...)","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1330302,13303,"retired","Without a diploma or primary education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1330602,13306,"retired","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1330702,13307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1330902,13309,"retired","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1331202,13312,"other employee who does not do office work (eg teacher, nurses ...)","General lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1331402,13314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1331502,13315,"retired","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1331602,13316,"other employee who does not do office work (eg teacher, nurses ...)","Professional upper secondary (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1331702,13317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1331902,13319,"retired","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1332002,13320,"skilled worker","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1332302,13323,"retired","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1332502,13325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1332702,13327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1333002,13330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1333102,13331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1333302,13333,"retired","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1333502,13335,"retired","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1333602,13336,"retired","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1333702,13337,"retired","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1333802,13338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1333902,13339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1334002,13340,"retired","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1334102,13341,"other employee who does not do office work (eg teacher, nurses ...)","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1334202,13342,"retired","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1334302,13343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1334402,13344,"non-skilled worker","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1334502,13345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1334602,13346,"other employee who does not do office work (eg teacher, nurses ...)","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1334802,13348,"other employee who does not do office work (eg teacher, nurses ...)","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1334902,13349,"other employee who does not do office work (eg teacher, nurses ...)","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335202,13352,"student","Technical, artistic or professional lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335302,13353,"other employee who mainly performs office work","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335402,13354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335602,13356,"other employee who mainly performs office work","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335702,13357,"other employee who mainly performs office work","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335802,13358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335902,13359,"middle management, that is not part of the general management, responsible for 6 employees or more","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1336402,13364,"other employee who mainly performs office work","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1336702,13367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1337002,13370,"retired","General lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1337202,13372,"retired","Technical, artistic or professional lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1337302,13373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1337402,13374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1337502,13375,"retired","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1337702,13377,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1337902,13379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1338002,13380,"unable for work","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1338102,13381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1338202,13382,"skilled worker","Professional upper secondary (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1338402,13384,"retired","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1338502,13385,"retired","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1338602,13386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1338702,13387,"retired","General lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1338902,13389,"retired","General lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1339002,13390,"retired","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1339102,13391,"retired","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1339202,13392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1339302,13393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1339402,13394,"retired","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1339502,13395,"pre-retired","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1339702,13397,"retired","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1339802,13398,"retired","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340202,13402,"retired","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340302,13403,"non-skilled worker","Technical, artistic or professional lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340402,13404,"craftsman, trader with 5 employees or less","Without a diploma or primary education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340502,13405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340602,13406,"retired","Professional upper secondary (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340702,13407,"retired","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1341002,13410,"craftsman, trader with 5 employees or less","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1341302,13413,"other employee who does not do office work (eg teacher, nurses ...)","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1341802,13418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1342002,13420,"craftsman, trader with 5 employees or less","Complementary master",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1342102,13421,"retired","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1342602,13426,"craftsman, trader with 5 employees or less","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1343202,13432,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1343302,13433,"middle management, that is not part of the general management, responsible for 6 employees or more","Complementary master",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1343402,13434,"skilled worker","Technical, artistic or professional lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1343602,13436,"skilled worker","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1343802,13438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1343902,13439,"other employee who does not do office work (eg teacher, nurses ...)","Professional upper secondary (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1344102,13441,"other employee who does not do office work (eg teacher, nurses ...)","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1344202,13442,"member of the general management, senior executive responsible for 5 employees or less","Complementary master",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1344402,13444,"student","Complementary master",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1344502,13445,"non-skilled worker","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1344602,13446,"other employee who mainly performs office work","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1344702,13447,"other employee who mainly performs office work","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1344802,13448,"other employee who does not do office work (eg teacher, nurses ...)","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345002,13450,"other employee who mainly performs office work","Complementary master",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345102,13451,"never worked","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345202,13452,"other employee who does not do office work (eg teacher, nurses ...)","Professional upper secondary (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345402,13454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345502,13455,"middle management, that is not part of the general management, responsible for 5 employees or less","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345602,13456,"non-skilled worker","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345702,13457,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345802,13458,"skilled worker","Technical, artistic or professional lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345902,13459,"skilled worker","General lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1346002,13460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1346202,13462,"unemployed","Complementary master",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1346302,13463,"other employee who mainly performs office work","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1346402,13464,"middle management, that is not part of the general management, responsible for 5 employees or less","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1346602,13466,"student","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1346802,13468,"liberal profession or profession for which qualification is required","Complementary master",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1347102,13471,"unable for work","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1347202,13472,"other employee who mainly performs office work","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1347402,13474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1347602,13476,"skilled worker","Technical, artistic or professional lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1347802,13478,"member of the general management, senior executive responsible for 5 employees or less","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1347902,13479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1348002,13480,"student","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1348102,13481,"other employee who does not do office work (eg teacher, nurses ...)","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1348302,13483,"retired","General lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1348502,13485,"member of the general management, senior executive responsible for 5 employees or less","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1348602,13486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1348702,13487,"middle management, that is not part of the general management, responsible for 5 employees or less","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1348802,13488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1348902,13489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1349102,13491,"unemployed","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1349202,13492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1349402,13494,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1349602,13496,"other employee who mainly performs office work","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1349702,13497,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1350002,13500,"middle management, that is not part of the general management, responsible for 6 employees or more","Doctorate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1350102,13501,"unable for work","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1350402,13504,"other employee who mainly performs office work","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1350702,13507,"skilled worker","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1350802,13508,"other employee who does not do office work (eg teacher, nurses ...)","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1350902,13509,"unemployed","Professional upper secondary (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1351102,13511,"skilled worker","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1351402,13514,"middle management, that is not part of the general management, responsible for 5 employees or less","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1351502,13515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1351802,13518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1352102,13521,"other employee who does not do office work (eg teacher, nurses ...)","Professional upper secondary (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1352402,13524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1352502,13525,"middle management, that is not part of the general management, responsible for 5 employees or less","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1353002,13530,"skilled worker","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
